Date,oil,vix,vvix,spy
1994-01-27,,,,31.537218
1994-01-28,,,,31.619776
1994-01-31,,,,31.846778
1994-02-01,,,,31.681662
1994-02-02,,,,31.888058
1994-02-03,,,,31.743613
1994-02-04,,,,31.021197
1994-02-07,,,,31.165706
1994-02-08,,,,31.186313
1994-02-09,,,,31.31015
1994-02-10,,,,31.041869
1994-02-11,,,,31.145034
1994-02-14,,,,31.186313
1994-02-15,,,,31.351429
1994-02-16,,,,31.330823
1994-02-17,,,,31.145034
1994-02-18,,,,30.959311
1994-02-22,,,,31.268871
1994-02-23,,,,31.186313
1994-02-24,,,,30.773522
1994-02-25,,,,30.918032
1994-02-28,,,,30.918032
1994-03-01,,,,30.794195
1994-03-02,,,,30.835474
1994-03-03,,,,30.752916
1994-03-04,,,,30.835474
1994-03-07,,,,31.00059
1994-03-08,,,,30.876753
1994-03-09,,,,31.021197
1994-03-10,,,,30.773522
1994-03-11,,,,30.938639
1994-03-14,,,,30.979918
1994-03-15,,,,30.959311
1994-03-16,,,,31.206985
1994-03-17,,,,31.206985
1994-03-18,,,,31.200144
1994-03-21,,,,31.11711
1994-03-22,,,,31.200144
1994-03-23,,,,31.179419
1994-03-24,,,,30.805764
1994-03-25,,,,30.515143
1994-03-28,,,,30.556661
1994-03-29,,,,29.954628
1994-03-30,,,,29.539456
1994-03-31,,,,29.622491
1994-04-04,,,,29.165801
1994-04-05,,,,29.767834
1994-04-06,,,,29.767834
1994-04-07,,,,29.913111
1994-04-08,,,,29.684799
1994-04-11,,,,29.809351
1994-04-12,,,,29.767834
1994-04-13,,,,29.612126
1994-04-14,,,,29.622491
1994-04-15,,,,29.622491
1994-04-18,,,,29.425266
1994-04-19,,,,29.466783
1994-04-20,,,,29.435696
1994-04-21,,,,29.830077
1994-04-22,,,,29.798921
1994-04-25,,,,30.110333
1994-04-26,,,,30.07918
1994-04-28,,,,29.86123
1994-04-29,,,,29.954628
1994-05-02,,,,30.141489
1994-05-03,,,,30.110333
1994-05-04,,,,30.058454
1994-05-05,,,,30.016937
1994-05-06,,,,29.726316
1994-05-09,,,,29.466783
1994-05-10,,,,29.695161
1994-05-11,,,,29.425266
1994-05-12,,,,29.570609
1994-05-13,,,,29.570609
1994-05-16,,,,29.580973
1994-05-17,,,,30.016937
1994-05-18,,,,30.234884
1994-05-19,,,,30.380162
1994-05-20,,,,30.26604
1994-05-23,,,,30.214093
1994-05-24,,,,30.338645
1994-05-25,,,,30.421679
1994-05-26,,,,30.44247
1994-05-27,,,,30.473626
1994-05-31,,,,30.432109
1994-06-01,,,,30.567022
1994-06-02,,,,30.535869
1994-06-03,,,,30.712299
1994-06-06,,,,30.701938
1994-06-07,,,,30.660421
1994-06-08,,,,30.411317
1994-06-09,,,,30.577386
1994-06-10,,,,30.629265
1994-06-13,,,,30.670782
1994-06-14,,,,30.909524
1994-06-15,,,,30.784972
1994-06-16,,,,30.847281
1994-06-17,,,,30.675099
1994-06-20,,,,30.41385
1994-06-21,,,,30.15267
1994-06-22,,,,30.267613
1994-06-23,,,,30.090016
1994-06-24,,,,29.46314
1994-06-27,,,,29.975071
1994-06-28,,,,29.828767
1994-06-29,,,,29.922849
1994-06-30,,,,29.734753
1994-07-01,,,,29.797474
1994-07-05,,,,29.954142
1994-07-06,,,,29.91235
1994-07-07,,,,30.037725
1994-07-08,,,,30.027295
1994-07-11,,,,29.922849
1994-07-12,,,,29.964641
1994-07-13,,,,30.016863
1994-07-14,,,,30.340766
1994-07-15,,,,30.351196
1994-07-18,,,,30.40342
1994-07-19,,,,30.340766
1994-07-20,,,,30.204892
1994-07-21,,,,30.267613
1994-07-22,,,,30.319837
1994-07-25,,,,30.361629
1994-07-26,,,,30.330267
1994-07-27,,,,30.330267
1994-07-28,,,,30.392988
1994-07-29,,,,30.695962
1994-08-01,,,,30.842266
1994-08-02,,,,30.884058
1994-08-03,,,,30.894488
1994-08-04,,,,30.716891
1994-08-05,,,,30.612379
1994-08-08,,,,30.68553
1994-08-09,,,,30.737754
1994-08-10,,,,30.852696
1994-08-11,,,,30.737754
1994-08-12,,,,30.978071
1994-08-15,,,,30.967641
1994-08-16,,,,31.18703
1994-08-17,,,,31.166101
1994-08-18,,,,31.061655
1994-08-19,,,,31.040726
1994-08-22,,,,31.009433
1994-08-23,,,,31.18703
1994-08-24,,,,31.521363
1994-08-25,,,,31.43778
1994-08-26,,,,31.887058
1994-08-29,,,,31.866129
1994-08-30,,,,31.949713
1994-08-31,,,,31.866129
1994-09-01,,,,31.761683
1994-09-02,,,,31.625809
1994-09-06,,,,31.636308
1994-09-07,,,,31.604947
1994-09-08,,,,31.761683
1994-09-09,,,,31.42735
1994-09-12,,,,31.333268
1994-09-13,,,,31.42735
1994-09-14,,,,31.458643
1994-09-15,,,,31.855697
1994-09-16,,,,31.628984
1994-09-19,,,,31.660537
1994-09-20,,,,31.061332
1994-09-21,,,,31.061332
1994-09-22,,,,30.987803
1994-09-23,,,,30.882655
1994-09-26,,,,31.040342
1994-09-27,,,,31.019286
1994-09-28,,,,31.261067
1994-09-29,,,,31.103377
1994-09-30,,,,31.061332
1994-10-03,,,,30.987803
1994-10-04,,,,30.525298
1994-10-05,,,,30.535792
1994-10-06,,,,30.441206
1994-10-07,,,,30.577838
1994-10-10,,,,30.903711
1994-10-11,,,,31.366215
1994-10-12,,,,31.408261
1994-10-13,,,,31.513343
1994-10-14,,,,31.649974
1994-10-17,,,,31.586938
1994-10-18,,,,31.513343
1994-10-19,,,,31.660537
1994-10-20,,,,31.450307
1994-10-21,,,,31.32417
1994-10-24,,,,31.061332
1994-10-25,,,,31.092884
1994-10-26,,,,31.208525
1994-10-27,,,,31.397699
1994-10-28,,,,32.059939
1994-10-31,,,,31.944295
1994-11-01,,,,31.586938
1994-11-02,,,,31.408261
1994-11-03,,,,31.576445
1994-11-04,,,,31.16648
1994-11-07,,,,31.261067
1994-11-08,,,,31.502847
1994-11-09,,,,31.555388
1994-11-10,,,,31.334663
1994-11-11,,,,31.219022
1994-11-14,,,,31.513343
1994-11-15,,,,31.408261
1994-11-16,,,,31.513343
1994-11-17,,,,31.303113
1994-11-18,,,,31.261067
1994-11-21,,,,30.945757
1994-11-22,,,,30.273023
1994-11-23,,,,30.441206
1994-11-25,,,,30.588334
1994-11-28,,,,30.724965
1994-11-29,,,,30.714471
1994-11-30,,,,30.672425
1994-12-01,,,,30.367608
1994-12-02,,,,30.651436
1994-12-05,,,,30.682919
1994-12-06,,,,30.703975
1994-12-07,,,,30.483252
1994-12-08,,,,30.188931
1994-12-09,,,,30.304506
1994-12-12,,,,30.504242
1994-12-13,,,,30.619883
1994-12-14,,,,30.777573
1994-12-15,,,,30.872159
1994-12-16,,,,31.022968
1994-12-19,,,,31.065349
1994-12-20,,,,30.96994
1994-12-21,,,,31.298412
1994-12-22,,,,31.20307
1994-12-23,,,,31.234874
1994-12-27,,,,31.404398
1994-12-28,,,,31.245451
1994-12-29,,,,31.266608
1994-12-30,,,,30.895825
1995-01-03,,,,31.044125
1995-01-04,,,,31.192493
1995-01-05,,,,31.192493
1995-01-06,,,,31.224227
1995-01-09,,,,31.256031
1995-01-10,,,,31.287832
1995-01-11,,,,31.308989
1995-01-12,,,,31.319636
1995-01-13,,,,31.690419
1995-01-16,,,,31.881167
1995-01-17,,,,31.891747
1995-01-18,,,,31.859943
1995-01-19,,,,31.679842
1995-01-20,,,,31.563276
1995-01-23,,,,31.658685
1995-01-24,,,,31.701066
1995-01-25,,,,31.785828
1995-01-26,,,,31.817562
1995-01-27,,,,31.944705
1995-01-30,,,,31.806985
1995-01-31,,,,31.934128
1995-02-01,,,,31.923549
1995-02-02,,,,32.11423
1995-02-03,,,,32.569845
1995-02-06,,,,32.707565
1995-02-07,,,,32.749946
1995-02-08,,,,32.749946
1995-02-09,,,,32.749946
1995-02-10,,,,32.792328
1995-02-13,,,,32.802975
1995-02-14,,,,32.845356
1995-02-15,,,,33.025457
1995-02-16,,,,32.983076
1995-02-17,,,,32.855933
1995-02-21,,,,32.845356
1995-02-22,,,,33.088995
1995-02-23,,,,33.142023
1995-02-24,,,,33.226786
1995-02-27,,,,32.961852
1995-02-28,,,,33.237363
1995-03-01,,,,33.025457
1995-03-02,,,,33.067838
1995-03-03,,,,33.078418
1995-03-06,,,,33.099642
1995-03-07,,,,32.845356
1995-03-08,,,,32.930118
1995-03-09,,,,32.919471
1995-03-10,,,,33.406887
1995-03-13,,,,33.375086
1995-03-14,,,,33.618793
1995-03-15,,,,33.555187
1995-03-16,,,,33.756516
1995-03-17,,,,33.790127
1995-03-20,,,,33.790127
1995-03-21,,,,33.704906
1995-03-22,,,,33.736811
1995-03-23,,,,33.75815
1995-03-24,,,,34.237503
1995-03-27,,,,34.375969
1995-03-28,,,,34.375969
1995-03-29,,,,34.365334
1995-03-30,,,,34.301453
1995-03-31,,,,34.162916
1995-04-03,,,,34.248137
1995-04-04,,,,34.471895
1995-04-05,,,,34.471895
1995-04-06,,,,34.599726
1995-04-07,,,,34.56775
1995-04-10,,,,34.631632
1995-04-11,,,,34.514505
1995-04-12,,,,34.631632
1995-04-13,,,,34.823413
1995-04-17,,,,34.620997
1995-04-18,,,,34.5038
1995-04-19,,,,34.471895
1995-04-20,,,,34.525139
1995-04-21,,,,34.695581
1995-04-24,,,,35.100347
1995-04-25,,,,35.004492
1995-04-26,,,,35.036465
1995-04-27,,,,35.121686
1995-04-28,,,,35.174934
1995-05-01,,,,35.079076
1995-05-02,,,,35.153663
1995-05-03,,,,35.643649
1995-05-04,,,,35.622378
1995-05-05,,,,35.579768
1995-05-08,,,,35.835431
1995-05-09,,,,35.803454
1995-05-10,,,,35.846065
1995-05-11,,,,35.941923
1995-05-12,,,,35.963262
1995-05-15,,,,36.133704
1995-05-16,,,,36.154975
1995-05-17,,,,36.016507
1995-05-18,,,,35.494547
1995-05-19,,,,35.515818
1995-05-22,,,,35.909947
1995-05-23,,,,36.240196
1995-05-24,,,,36.218925
1995-05-25,,,,36.250831
1995-05-26,,,,35.835431
1995-05-30,,,,35.824726
1995-05-31,,,,36.570443
1995-06-01,,,,36.474588
1995-06-02,,,,36.506494
1995-06-05,,,,36.730251
1995-06-06,,,,36.666301
1995-06-07,,,,36.474588
1995-06-08,,,,36.389367
1995-06-09,,,,36.176315
1995-06-12,,,,36.378662
1995-06-13,,,,36.772862
1995-06-14,,,,36.740885
1995-06-15,,,,36.900693
1995-06-16,,,,37.010211
1995-06-19,,,,37.428119
1995-06-20,,,,37.3317
1995-06-21,,,,37.310236
1995-06-22,,,,37.803168
1995-06-23,,,,37.728144
1995-06-26,,,,37.278072
1995-06-27,,,,37.203118
1995-06-28,,,,37.395957
1995-06-29,,,,37.3317
1995-06-30,,,,37.310236
1995-07-03,,,,37.449515
1995-07-05,,,,37.588865
1995-07-06,,,,38.07103
1995-07-07,,,,38.242473
1995-07-10,,,,38.263869
1995-07-11,,,,38.081729
1995-07-12,,,,38.553197
1995-07-13,,,,38.467476
1995-07-14,,,,38.435312
1995-07-17,,,,38.649616
1995-07-18,,,,38.317497
1995-07-19,,,,37.899587
1995-07-20,,,,38.038868
1995-07-21,,,,37.996008
1995-07-24,,,,38.274637
1995-07-25,,,,38.563894
1995-07-26,,,,38.531801
1995-07-27,,,,38.853222
1995-07-28,,,,38.606755
1995-07-31,,,,38.510337
1995-08-01,,,,38.446079
1995-08-02,,,,38.360358
1995-08-03,,,,38.349591
1995-08-04,,,,38.392451
1995-08-07,,,,38.478173
1995-08-08,,,,38.478173
1995-08-09,,,,38.467476
1995-08-10,,,,38.381754
1995-08-11,,,,38.167451
1995-08-14,,,,38.510337
1995-08-15,,,,38.435312
1995-08-16,,,,38.542498
1995-08-17,,,,38.478173
1995-08-18,,,,38.521033
1995-08-21,,,,38.413916
1995-08-22,,,,38.48894
1995-08-23,,,,38.349591
1995-08-24,,,,38.392451
1995-08-25,,,,38.606755
1995-08-28,,,,38.467476
1995-08-29,,,,38.563894
1995-08-30,,,,38.649616
1995-08-31,,,,38.68178
1995-09-01,,,,38.853222
1995-09-05,,,,39.217573
1995-09-06,,,,39.292527
1995-09-07,,,,39.313991
1995-09-08,,,,39.46397
1995-09-11,,,,39.571155
1995-09-12,,,,39.753298
1995-09-13,,,,39.935438
1995-09-14,,,,40.299788
1995-09-15,,,,40.288691
1995-09-18,,,,40.137843
1995-09-19,,,,40.33178
1995-09-20,,,,40.525649
1995-09-21,,,,40.191687
1995-09-22,,,,40.202512
1995-09-25,,,,40.137843
1995-09-26,,,,40.127087
1995-09-27,,,,40.094754
1995-09-28,,,,40.396381
1995-09-29,,,,40.320955
1995-10-02,,,,40.116333
1995-10-03,,,,40.159422
1995-10-04,,,,40.116333
1995-10-05,,,,40.234776
1995-10-06,,,,40.267112
1995-10-09,,,,39.93315
1995-10-10,,,,39.911639
1995-10-11,,,,40.040908
1995-10-12,,,,40.288691
1995-10-13,,,,40.417959
1995-10-16,,,,40.224022
1995-10-17,,,,40.493313
1995-10-18,,,,40.611828
1995-10-19,,,,40.805765
1995-10-20,,,,40.557982
1995-10-23,,,,40.471803
1995-10-24,,,,40.514892
1995-10-25,,,,40.180933
1995-10-26,,,,39.814706
1995-10-27,,,,40.116333
1995-10-30,,,,40.37487
1995-10-31,,,,40.202512
1995-11-01,,,,40.525649
1995-11-02,,,,40.784186
1995-11-03,,,,40.83803
1995-11-06,,,,40.698007
1995-11-07,,,,40.547228
1995-11-08,,,,40.913455
1995-11-09,,,,41.064302
1995-11-10,,,,41.042723
1995-11-13,,,,40.999634
1995-11-14,,,,40.73034
1995-11-15,,,,41.139656
1995-11-16,,,,41.365929
1995-11-17,,,,41.495197
1995-11-20,,,,41.27975
1995-11-21,,,,41.613641
1995-11-22,,,,41.484372
1995-11-24,,,,41.59213
1995-11-27,,,,41.602887
1995-11-28,,,,42.044536
1995-11-29,,,,42.087625
1995-11-30,,,,41.990692
1995-12-01,,,,42.044536
1995-12-04,,,,42.56161
1995-12-05,,,,42.841726
1995-12-06,,,,42.938662
1995-12-07,,,,42.712457
1995-12-08,,,,42.852483
1995-12-11,,,,43.035595
1995-12-12,,,,42.906326
1995-12-13,,,,43.175688
1995-12-14,,,,42.863236
1995-12-15,,,,42.878982
1995-12-18,,,,42.05522
1995-12-19,,,,42.4996
1995-12-20,,,,42.087684
1995-12-21,,,,42.304464
1995-12-22,,,,42.456244
1995-12-26,,,,42.662203
1995-12-27,,,,42.64049
1995-12-28,,,,42.597134
1995-12-29,,,,42.651311
1996-01-02,,,,43.106582
1996-01-03,,,,43.225829
1996-01-04,,,,42.813914
1996-01-05,,,,42.727202
1996-01-08,,,,42.889803
1996-01-09,,,,42.152752
1996-01-10,,,,41.599949
1996-01-11,,,,41.849261
1996-01-12,,,,41.784193
1996-01-15,,,,41.697481
1996-01-16,,,,42.206931
1996-01-17,,,,42.076864
1996-01-18,,,,42.217752
1996-01-19,,,,42.4996
1996-01-22,,,,42.510423
1996-01-23,,,,42.607955
1996-01-24,,,,42.954802
1996-01-25,,,,42.803091
1996-01-26,,,,43.171582
1996-01-29,,,,43.345005
1996-01-30,,,,43.713565
1996-01-31,,,,44.168767
1996-02-01,,,,44.33137
1996-02-02,,,,44.147124
1996-02-05,,,,44.504791
1996-02-06,,,,44.927532
1996-02-07,,,,45.187668
1996-02-08,,,,45.675401
1996-02-09,,,,45.664583
1996-02-12,,,,46.01143
1996-02-13,,,,45.913895
1996-02-14,,,,45.5128
1996-02-15,,,,45.231024
1996-02-16,,,,45.046777
1996-02-20,,,,44.602326
1996-02-21,,,,45.15513
1996-02-22,,,,45.870539
1996-02-23,,,,45.740471
1996-02-26,,,,45.090133
1996-02-27,,,,44.949173
1996-02-28,,,,44.743286
1996-02-29,,,,44.309727
1996-03-01,,,,45.014244
1996-03-04,,,,45.27438
1996-03-05,,,,45.697116
1996-03-06,,,,45.296021
1996-03-07,,,,45.523692
1996-03-08,,,,44.049591
1996-03-11,,,,44.55897
1996-03-12,,,,44.212123
1996-03-13,,,,44.515614
1996-03-14,,,,44.710753
1996-03-15,,,,44.680721
1996-03-18,,,,45.54075
1996-03-19,,,,45.442782
1996-03-20,,,,45.388368
1996-03-21,,,,45.279459
1996-03-22,,,,45.399233
1996-03-25,,,,45.312137
1996-03-26,,,,45.529879
1996-03-27,,,,45.116206
1996-03-28,,,,45.290399
1996-03-29,,,,45.072657
1996-04-01,,,,45.595239
1996-04-02,,,,45.682336
1996-04-03,,,,45.682336
1996-04-04,,,,45.649658
1996-04-08,,,,44.865786
1996-04-09,,,,44.691592
1996-04-10,,,,43.896849
1996-04-11,,,,43.84236
1996-04-12,,,,44.397621
1996-04-15,,,,44.767818
1996-04-16,,,,44.898463
1996-04-17,,,,44.789555
1996-04-18,,,,44.854915
1996-04-19,,,,44.963749
1996-04-22,,,,45.312137
1996-04-23,,,,45.453653
1996-04-24,,,,45.290399
1996-04-25,,,,45.497202
1996-04-26,,,,45.595239
1996-04-29,,,,45.595239
1996-04-30,,,,45.562561
1996-05-01,,,,45.660524
1996-05-02,,,,44.876652
1996-05-03,,,,44.811366
1996-05-06,,,,44.767818
1996-05-07,,,,44.582684
1996-05-08,,,,45.137943
1996-05-09,,,,45.105265
1996-05-10,,,,45.55169
1996-05-13,,,,46.237525
1996-05-14,,,,46.520628
1996-05-15,,,,46.466208
1996-05-16,,,,46.564176
1996-05-17,,,,46.814596
1996-05-20,,,,47.130306
1996-05-21,,,,47.064946
1996-05-22,,,,47.511371
1996-05-23,,,,47.315366
1996-05-24,,,,47.500431
1996-05-28,,,,47.021398
1996-05-29,,,,46.705687
1996-05-30,,,,46.945241
1996-05-31,,,,46.596853
1996-06-03,,,,46.727499
1996-06-04,,,,47.054075
1996-06-05,,,,47.467823
1996-06-06,,,,47.119435
1996-06-07,,,,47.119435
1996-06-10,,,,46.966978
1996-06-11,,,,46.92343
1996-06-12,,,,46.836333
1996-06-13,,,,46.836333
1996-06-14,,,,46.640402
1996-06-17,,,,46.607724
1996-06-18,,,,46.226654
1996-06-19,,,,46.433531
1996-06-20,,,,46.400848
1996-06-21,,,,46.799979
1996-06-24,,,,46.887537
1996-06-25,,,,46.83276
1996-06-26,,,,46.515376
1996-06-27,,,,46.843758
1996-06-28,,,,47.007876
1996-07-01,,,,47.412888
1996-07-02,,,,47.237771
1996-07-03,,,,47.139214
1996-07-05,,,,45.935323
1996-07-08,,,,45.749278
1996-07-09,,,,45.935323
1996-07-10,,,,46.121363
1996-07-11,,,,45.191077
1996-07-12,,,,45.223927
1996-07-15,,,,43.888626
1996-07-16,,,,43.998109
1996-07-17,,,,44.52346
1996-07-18,,,,45.136369
1996-07-19,,,,44.80799
1996-07-22,,,,44.47968
1996-07-23,,,,43.910551
1996-07-24,,,,43.998109
1996-07-25,,,,44.392122
1996-07-26,,,,44.632873
1996-07-29,,,,44.140373
1996-07-30,,,,44.567239
1996-07-31,,,,44.895546
1996-08-01,,,,45.639792
1996-08-02,,,,46.624862
1996-08-05,,,,46.351188
1996-08-06,,,,46.493524
1996-08-07,,,,46.613864
1996-08-08,,,,46.537303
1996-08-09,,,,46.384039
1996-08-12,,,,46.723349
1996-08-13,,,,46.351188
1996-08-14,,,,46.515376
1996-08-15,,,,46.427818
1996-08-16,,,,46.821831
1996-08-19,,,,46.843758
1996-08-20,,,,46.810907
1996-08-21,,,,46.646714
1996-08-22,,,,47.084506
1996-08-23,,,,46.83276
1996-08-26,,,,46.602935
1996-08-27,,,,46.778052
1996-08-28,,,,46.701422
1996-08-29,,,,46.241778
1996-08-30,,,,45.760206
1996-09-03,,,,46.055732
1996-09-04,,,,46.099511
1996-09-05,,,,45.54131
1996-09-06,,,,46.18707
1996-09-09,,,,46.734272
1996-09-10,,,,46.71242
1996-09-11,,,,46.975096
1996-09-12,,,,47.303402
1996-09-13,,,,48.025797
1996-09-16,,,,48.200913
1996-09-17,,,,48.091428
1996-09-18,,,,47.971019
1996-09-19,,,,48.157134
1996-09-20,,,,48.327942
1996-09-23,,,,48.316957
1996-09-24,,,,48.305902
1996-09-25,,,,48.338922
1996-09-26,,,,48.316957
1996-09-27,,,,48.360962
1996-09-30,,,,48.316957
1996-10-01,,,,48.580984
1996-10-02,,,,48.910981
1996-10-03,,,,48.866976
